image,mel,nv,bcc,akiec,bkl,df,vasc
ISIC_0027324,0.09584883121140712,0.2464784449591813,0.24125466935876078,0.17754026168204484,0.16816792658075821,0.029922506489587036,0.040787359718260814
ISIC_0027329,0.1946745931687344,0.46590957980266257,0.05822255060620575,0.04312330656494288,0.2225495103087784,0.01060791320604963,0.004912546342626929
ISIC_0027336,0.15697428891230303,0.051359618308182316,0.18447527942896172,0.4076637611067608,0.19523961790319197,0.002605743071015136,0.0016816912695849823
ISIC_0027341,0.08087991949677151,0.4707331456875625,0.2877401604850284,0.04671999377706142,0.08881998178014368,0.01750254521121426,0.007604253562218233
ISIC_0027344,0.10941089022472915,0.31693519424970706,0.30850251365821196,0.06158198054524864,0.15491314690778063,0.042381609604222464,0.006274664810100008
ISIC_0027345,0.19250737978094867,0.42984889775319784,0.10504315130602995,0.02318906616175277,0.208808341684081,0.0295063827147878,0.011096780599201663
ISIC_0027351,0.07345952839157864,0.1283052974735357,0.2772528229451866,0.24744145149373456,0.26471659230421507,0.005682974300965355,0.003141333090783424
ISIC_0027352,0.00892183224586878,0.11651691067908646,0.3095530974058239,0.03777631547578386,0.36323052947592366,0.1583136318886207,0.005687682828892301
ISIC_0027353,0.017192338636463262,0.19316958617811322,0.484191992685109,0.060916912100009504,0.1954548289319888,0.04597416174770467,0.0031001797206121956
ISIC_0027360,0.043164374254958914,0.8682964437687845,0.010105331462902033,0.0009093862017276453,0.03786513153153875,0.005190969876590031,0.03446836290349818
ISIC_0027361,0.09898714681946713,0.6793338823352696,0.03557551869077865,0.008352561328346105,0.14799972359378816,0.015007383092769281,0.014743784139580834
ISIC_0027362,0.13156232839569984,0.6333570679202197,0.035023979979724784,0.01684258662119326,0.16447263455596203,0.00838046972904945,0.010360932798151083
ISIC_0027363,0.012851548166388865,0.18573231865598253,0.5372491353036044,0.1490743025640485,0.0729784125053482,0.019902617080339486,0.022211665724287816
ISIC_0027365,0.07978155667570974,0.44095947185221834,0.13639142864184312,0.020942497434057603,0.21873837033581336,0.019506736813272373,0.08367993824708538
ISIC_0027368,0.02265137338868876,0.38810410193799355,0.34497953180289326,0.0464985292723568,0.12883261769162274,0.03249218417788936,0.03644166172855567
ISIC_0027370,0.04315924392937059,0.1039723970084164,0.515395424497685,0.21536790505281359,0.08011547907779888,0.010003867116322108,0.03198568331759358
ISIC_0027376,0.16252510545492554,0.5872133390764677,0.08854048108532146,0.01780659719729909,0.10709432025080429,0.013983487560386946,0.022836669374795112
ISIC_0027377,0.03603565103424988,0.6454795627736359,0.1588441784829364,0.024350255858896854,0.09697058223702346,0.004843762709650224,0.03347600690360709
ISIC_0027378,0.10558429450609734,0.21004641441120503,0.18307036750345038,0.2834796142981351,0.2040470227882396,0.006914608963969758,0.006857677528902302
ISIC_0027379,0.06974016865224539,0.1316399450732701,0.4388685990116667,0.19000656801098245,0.10884883690142252,0.03962554834460407,0.02127033400580876
ISIC_0027383,0.14659332361306582,0.22515068431135984,0.22139471385089105,0.06985046235673627,0.24264369516189757,0.04013031005133979,0.05423681065470997
ISIC_0027384,0.04766283926203713,0.33510887647195625,0.13167135281449002,0.04475799295406577,0.3988860286644599,0.028955317843957468,0.012957591989033533
ISIC_0027395,0.033017090423434245,0.38287783113436913,0.31469117629269205,0.05946473106460528,0.18283510655561347,0.008819420073796751,0.018294644455489357
ISIC_0027398,0.029369169432312027,0.4608662810680732,0.33665059090020905,0.029853971059996955,0.12038228545909274,0.011192246090060512,0.011685455990255415
ISIC_0027401,0.025201668795912506,0.6767150376236994,0.1724242686447294,0.014814512130046049,0.07490775601738348,0.0067146809637640414,0.029222075824464913
ISIC_0027407,0.19502823256980484,0.07853678925026042,0.2551199664721333,0.2582601014945823,0.19126081642876666,0.016654619520155487,0.005139474264296693
ISIC_0027408,0.06158259531572375,0.39206829766203644,0.17374931690779613,0.050597844296369515,0.2843067066386651,0.020977799760844615,0.016717439418564788
ISIC_0027409,0.029082949628308857,0.05371626798414789,0.7113124253176154,0.09110873353644044,0.03124457330775625,0.04781819443909362,0.03571685578663686
ISIC_0027410,0.03281420058662083,0.06670113531984165,0.6705210923571608,0.12376521915203852,0.044250834854038704,0.03888373883879572,0.023063778891503513
ISIC_0027411,0.08867900567919039,0.10650866539758934,0.36069910483033946,0.2994030040115341,0.12599021702713073,0.009119934862172342,0.009600068192043343
ISIC_0027414,0.10903221874650176,0.061261073565245266,0.2574080397399457,0.3492964045355702,0.20073112748534605,0.007908008093857152,0.014363127833533678
ISIC_0027417,0.08479191931441862,0.2022788876714902,0.3161248087608946,0.22223989803024677,0.16110081159436257,0.0035447226143316803,0.0099189520142554
ISIC_0027419,0.12207566259829741,0.1369427182354224,0.43918370296163006,0.09912744388859103,0.16546873746571908,0.02530321982037802,0.01189851502996189
ISIC_0027423,0.10938629646727442,0.21459182123896836,0.2772355855698762,0.13404972800024167,0.2500752142609267,0.006692202725978884,0.007969151736733633
ISIC_0027430,0.018800439081424446,0.20027255965197452,0.45606502325150444,0.12981748828305412,0.16425586288086516,0.017014938888341498,0.013773687962835958
ISIC_0027433,0.06191832956782866,0.25601551768827857,0.3932316179523664,0.11380563268823245,0.13181840992883545,0.007675993157932317,0.0355344990165264
ISIC_0027434,0.05231948567984285,0.48718157301777254,0.21918681081455568,0.026637304612251528,0.10736587610482357,0.011617965900089153,0.0956909838706645
ISIC_0027441,0.02695257512185034,0.3449292210728011,0.3316180240510016,0.08759306973533282,0.17076597431225612,0.032179858376083316,0.005961277330674769
ISIC_0027444,0.04576663905288898,0.26057578327736475,0.34801004350701564,0.080281693627243,0.238430120309567,0.01986357527801145,0.007072144947908941
ISIC_0027447,0.03782337503989282,0.06661875138372521,0.3039493052287417,0.35021543423185153,0.23104918843716152,0.007424900904894243,0.002919044773733368
ISIC_0027452,0.13692002861481456,0.17904718105263348,0.2730837817013568,0.15759230711380184,0.19747919588142288,0.008186748330899623,0.04769075730507075
ISIC_0027461,0.01689029404696682,0.12077148579106466,0.20716276399247685,0.0329174322166768,0.5333917181999407,0.08385586989006576,0.005010435862808213
ISIC_0027462,0.03905123656538589,0.1889276316791356,0.23635535939906419,0.032994261715750074,0.4358635530122609,0.0627458360084235,0.004062121619980146
ISIC_0027463,0.06527629411254214,0.41503979818017983,0.19692998939667822,0.07292274421790668,0.22659580570260854,0.016379414566839463,0.0068559538232452035
ISIC_0027466,0.25598903369270115,0.30283452544363426,0.04512668264405551,0.17624123415736845,0.21306088220294242,0.0031504337708680116,0.0035972080884307954
ISIC_0027468,0.07438896018808532,0.7115863087337241,0.02505842641067476,0.014340242208612748,0.1658107147999435,0.0031039446657183567,0.005711402993241086
ISIC_0027473,0.05718850366628472,0.5564574106502286,0.0893542857503955,0.03498117736762558,0.2531786432177639,0.006633205952602648,0.00220677339509918
ISIC_0027480,0.21253877371170177,0.16922635567339409,0.18118321436411336,0.17432949592733243,0.2540022056228312,0.006115264930166301,0.0026046897704607125
ISIC_0027481,0.0962796177786532,0.14446975002186566,0.24037115598401718,0.19140580328616605,0.2750474594289417,0.008929895589681054,0.043496317910675666
ISIC_0027488,0.06918254536182167,0.2071639451027432,0.11231909260022205,0.07448756382589705,0.5080931089228583,0.026321743622047998,0.0024320005644096775
ISIC_0027495,0.060533787990596215,0.22070744697865224,0.28620337208449714,0.15028827790060656,0.27146320733292184,0.008141112301068943,0.0026627954116568986
ISIC_0027501,0.16217064873847256,0.41656831896666535,0.14284856848027916,0.0677339129625317,0.19521543933513943,0.01216725902503743,0.0032958524918740846
ISIC_0027506,0.014428906087671792,0.47878658029996923,0.3563149917401317,0.03555520391844958,0.05069540533439422,0.03572536734464344,0.028493545274740028
ISIC_0027507,0.10207193036316281,0.38299577284598213,0.1397611034639122,0.021395518184580978,0.2811281583937894,0.03583978739512074,0.036807729353451564
ISIC_0027511,0.02790807468203845,0.8875823735171192,0.02727501971143275,0.0017818215486797055,0.021707201682567224,0.004777919517337852,0.028967589340824634
ISIC_0027517,0.016209121160381,0.13401459953564654,0.4053398461279685,0.02546637488781137,0.3354628697424962,0.07297648008565065,0.010530708460045337
ISIC_0027519,0.2612631243973218,0.36862632451971544,0.08247595860840466,0.05744890000783583,0.21230246290364607,0.007935208113085597,0.009948021449990527
ISIC_0027521,0.09867699167371576,0.34987525013907483,0.27106429438535673,0.020615001859966956,0.20469789791114806,0.04079341385358447,0.014277150177153093
ISIC_0027525,0.08845775181941766,0.5771087565878689,0.11248440983612162,0.023312212799890007,0.16526867538053766,0.008954579294606366,0.024413614281557094
ISIC_0027527,0.0393898359215202,0.8675702837397012,0.007680043565188214,0.006317465002327582,0.06583432951613559,0.00714312151948241,0.006064920735645124
ISIC_0027530,0.022489264350493247,0.8133180066960201,0.04196489424048208,0.011938417140956828,0.05510671233137483,0.0028174284984175254,0.05236527674225547
ISIC_0027536,0.012822645405627902,0.9512862272570547,0.001193880992780485,0.00032954279485027815,0.027498370021013584,0.0033941777251072403,0.0034751558035660468
ISIC_0027538,0.020960232143603937,0.8971274561782551,0.007607616608156102,0.0051488512400054386,0.06244415995841945,0.004701575639174453,0.0020101082323857457
ISIC_0027541,0.008416565445523735,0.9598849330271227,0.0006627254078745759,0.00027108706562403267,0.026355811654710036,0.0006095475241560098,0.0037993298749889287
ISIC_0027545,0.05534796087024965,0.843864779050341,0.00247819757752268,0.00585267672301488,0.08328824575546541,0.0061052785922223705,0.0030628614311838877
ISIC_0027552,0.013436704068877764,0.9348193163609108,0.0018769218647162029,0.0020064888406202807,0.04271911153425859,0.002078599304361361,0.0030628580262551165
ISIC_0027553,0.01633607547779552,0.8902723472907036,0.007951935166245191,0.0011956069095274888,0.07755217004791806,0.0020794685530404846,0.004612396554769808
ISIC_0027554,0.0695509934537193,0.8154864405571072,0.008761031714401084,0.003995485358221268,0.08996195179430622,0.004521831891200608,0.007722265231044481
ISIC_0027557,0.013738415116672308,0.41259441879348413,0.02715133222908193,0.0006064660040959887,0.008527262006996382,0.011330804510586961,0.5260513013390824
ISIC_0027558,0.005331206587598739,0.9811261190559545,0.00028132748394124905,3.413313500407838e-05,0.006653012201547297,0.0003481567284831001,0.006226044807470884
ISIC_0027571,0.010858614448334346,0.9503920521854076,0.0032708063498750467,0.0006256267568928406,0.011461931176579199,0.0011418327760324835,0.0222491363068785
ISIC_0027572,0.007017935615203043,0.9792871578494845,0.0007465570971983299,7.813736743914411e-05,0.007557153192322743,0.0008468993695965103,0.00446615950875588
ISIC_0027578,0.005005353561167238,0.9060914479559633,0.004585409649658347,0.0019538515824096972,0.06617569077970802,0.015317659595705998,0.0008705868753874822
ISIC_0027587,0.0051632451789006654,0.9371167185207551,0.003623684511621159,0.0003232302406752165,0.04475906617453868,0.006330935482331735,0.0026831198911772365
ISIC_0027588,0.005903359826340974,0.9741337717220617,0.0020735261075009673,0.00035614919007890053,0.008169079186612752,0.0007189882699465784,0.008645125697458136
ISIC_0027590,0.002815335762248028,0.9646274319010176,0.0009942811816959086,6.471701932006144e-05,0.026137443906960798,0.004357091880261198,0.0010036983484961602
ISIC_0027599,0.001713948007205942,0.9868990489911028,0.0001380270033338961,7.283168520977675e-06,0.002414946938480404,0.00021626708468098227,0.008610478806674727
ISIC_0027609,0.019154451196332516,0.8624589631832522,0.008712200801261014,0.007164735974675719,0.09066000303070719,0.007933395302452451,0.0039162505113190926
ISIC_0027614,0.005045885962258901,0.9496943200786857,0.004396605527861025,0.00028016404577684603,0.03029310355807762,0.0016334374657050231,0.008656483361634958
ISIC_0027616,0.012646774682482811,0.6771403058434623,0.014560901333795005,0.004039985614655294,0.20089241063451013,0.0889844707210424,0.0017351511700517182
ISIC_0027627,0.04293664268268989,0.8810350697224257,0.004077303422315241,0.0022591586662332563,0.06210553959941094,0.0052204296238863085,0.0023658562830387673
ISIC_0027628,0.0020728356040665805,0.747079238966805,0.02127372786223367,0.0021233353377495393,0.16542142333447274,0.05826576248264649,0.003763676412026162
ISIC_0027636,0.04622014621175455,0.7763697381064488,0.02611703349348695,0.020801257779920812,0.1125315745766206,0.003270190239490112,0.014690059592278001
ISIC_0027639,0.031769979640599244,0.6083584835224377,0.005335652209225651,0.018470674545003177,0.3069323914187453,0.028781106913291953,0.00035171175069714154
ISIC_0027642,0.008348583087433178,0.9419380209896854,0.005115374049916763,0.0008278511769381341,0.01611939057345427,0.004884416173384739,0.022766363949186817
ISIC_0027647,0.023113289298242745,0.9290940214868038,0.0017973231714740472,0.001896299522694538,0.03816813903621542,0.004813886167372299,0.0011170413171972444
ISIC_0027654,0.004676811810581915,0.9820646997370563,0.0005803815560535686,3.4131712209428297e-05,0.00922482954582505,0.00046511586657520395,0.0029540297716981407
ISIC_0027666,0.026324795802823132,0.934839799798106,0.0036299257442949824,0.0019595455758432637,0.022059538137871128,0.002945922835804782,0.008240472105256724
ISIC_0027670,0.008996090142547656,0.9170940205782403,0.0011866194265083146,0.0007662898457365214,0.06196371627080121,0.0007578623423956525,0.009235401393770342
ISIC_0027673,0.009262701150028472,0.9494382224631389,0.0029712402717056593,0.000816065341501822,0.030452724142902773,0.001392549421429494,0.005666497209293106
ISIC_0027686,0.06866907714810945,0.7696362649510019,0.004435915796843413,0.00365319223945443,0.14212999096713708,0.004305157685398634,0.007170401212055103
ISIC_0027690,0.057058850967917775,0.812970150536028,0.00875753053195921,0.002687682726572745,0.09590037105518852,0.004964485722518054,0.017660928459815442
ISIC_0027691,0.012327290718240052,0.9375110646827673,0.0025608316587064036,0.0013297769796622504,0.03674361560513499,0.006137718175458849,0.0033897021800302052
ISIC_0027696,0.020109415590489132,0.9397503632460451,0.002706275533583408,0.0003428206030161393,0.017876323743788412,0.0010980800035187285,0.018116721279559093
ISIC_0027698,0.11863477376975928,0.6249796124072109,0.00721639276619337,0.01951383621864899,0.21639119035762652,0.011609790130164329,0.001654404350396407
ISIC_0027702,0.001053511949687297,0.9717656539624523,0.0015135665954089921,4.66206277376645e-05,0.0196816017161318,0.0036510491074204965,0.00228799604116173
ISIC_0027715,0.003909297014947644,0.867637447730042,0.006445750366089535,0.0009265252654009868,0.10707261582663975,0.011814916529865098,0.0021934472670153064
ISIC_0027718,0.04487854224386734,0.8760807778111788,0.0018500104940813772,0.001170172469295487,0.06930511829362429,0.0038959626015970315,0.002819416086355847
ISIC_0027719,0.027887944988464926,0.942703572345793,0.0006730034244001329,0.00014134677254482066,0.01696128457055789,0.0003934637207267833,0.011239384177512617
ISIC_0027722,0.033129731742330505,0.823752538506288,0.006884296909133367,0.006249559485891222,0.11286307827602551,0.015610061748950235,0.0015107333313807189
ISIC_0027725,0.02762150453479199,0.8328778834040863,0.0031467074766923955,0.0033166040801286116,0.1086250424505033,0.022598976984090274,0.0018132810697070257
ISIC_0027729,0.024018911372519044,0.5222723639731294,0.014156592882410116,0.033366876112091846,0.386779684245099,0.019034065142576738,0.00037150627217403615
ISIC_0027730,0.012402532731063875,0.6657227435946071,0.021172147062705177,0.01657822693590183,0.20576596805761158,0.07627478958059918,0.002083592037511126
ISIC_0027735,0.00880621227641372,0.9627928917288343,0.00264680700878392,0.0009363971223705383,0.02036017439578259,0.0009223330332465893,0.0035351844345684618
ISIC_0027737,0.022188016757462785,0.19685812200419278,0.08782888134075108,0.07902475887274164,0.5504504615967347,0.06295513129697537,0.0006946281311418944
ISIC_0027739,0.012635650181323961,0.8985878172466955,0.006263891994503524,0.0012857745972715924,0.03859724828181008,0.002386524760020637,0.04024309293837473
ISIC_0027744,0.0026258018354585436,0.924282114879302,0.0007599972653213584,5.243504047602043e-05,0.06852269607084992,0.0021631344578098262,0.0015938204507821815
ISIC_0027759,0.05467685999685983,0.7522627443873259,0.011278674154648323,0.014326135936656399,0.156412795843714,0.0035005362440998834,0.007542253436695977
ISIC_0027760,0.0054717171902166385,0.9326128483262232,0.002301078869390669,0.0003349720045513069,0.056557164209106774,0.0017761025942199908,0.0009461168062915242
ISIC_0027763,0.008683912060606478,0.8576535307998565,0.001491009037252723,0.0007955684480842538,0.12803092450646514,0.0027576874524257024,0.0005873676953089697
ISIC_0027764,0.004469388666680786,0.9617265423314983,0.001969631510470653,0.0004335865051076886,0.022200478761370233,0.004392583786447785,0.004807788438424572
ISIC_0027765,0.008035770519846084,0.9767093325769155,0.0002321373199039825,0.00010127180140500636,0.011396704959130397,0.00011712486945598091,0.003407657953343238
ISIC_0027766,0.001569553012149165,0.5319360571612135,0.027083784205010442,0.00893275752669398,0.3103681073246196,0.11961331188230695,0.000496428888006289
ISIC_0027767,0.0309083981312547,0.8596300323083975,0.0013485599080512636,0.0017368842442676256,0.08886963769022814,0.013477487149925528,0.0040290005678755006
ISIC_0027768,0.0038652165223798944,0.9841493326427293,0.0011554507311867914,0.00020764357151347297,0.007492242493558451,0.0008167072620198883,0.002313406776612267
ISIC_0027771,0.03397768550083164,0.6679443767854388,0.010063341443675246,0.014403227430631733,0.21266340686850776,0.06011195106711413,0.0008360109038008208
ISIC_0027772,0.00648557743184743,0.9622162950490429,0.0010229817713095068,0.00046893871284182557,0.02404807941094078,0.0025316849161403647,0.003226442707877129
ISIC_0027774,0.017038403491873307,0.8618600590826946,0.005871814264323987,0.0036690064177555375,0.1036694587521897,0.006215181492903113,0.0016760764982597497
ISIC_0027782,0.005142695863084461,0.9717003507291643,0.0009123472021757416,0.00012771780944654485,0.01837945524588251,0.0011573215822113236,0.002580111568035062
ISIC_0027791,0.004459956471121927,0.9700927101550124,0.00170678398028427,0.000470050011381657,0.018972192165652352,0.0007336258558033849,0.003564681360744353
ISIC_0027793,0.01571831041182817,0.9377027023186528,0.002235382894794156,0.000677071306428428,0.034971004465262676,0.003466166655381035,0.005229361947652887
ISIC_0027804,0.020747307524283245,0.9418943323401847,0.0010546151243695959,0.0005125590550258951,0.030935026345798627,0.0017567348134204836,0.0030994247969176503
ISIC_0027810,0.04581471572304484,0.8189475869427828,0.003321038649373801,0.002889249106290741,0.11054082601535568,0.01611612779787985,0.002370455765272256
ISIC_0027812,0.009281923830544821,0.8980163493874902,0.009171959564821051,0.001475392259056311,0.04457798977692825,0.0038202174696182916,0.03365616771154111
ISIC_0027814,0.015891475537547668,0.847992969855271,0.013965194671576043,0.004526760326978985,0.10680231984935486,0.0030616980268571327,0.007759581732414182
ISIC_0027815,0.012408335974599565,0.9460601564174436,0.0016672578018038584,0.000910531523045854,0.035565673678941506,0.0013842114738624645,0.0020038331303026077
ISIC_0027821,0.06205424123718793,0.3833085579336462,0.016147764015837073,0.05223396586377764,0.47824561982897384,0.0072960101058428505,0.0007138410147343219
ISIC_0027823,0.014350159292292664,0.7663064438479379,0.013320428657640769,0.008122827174772581,0.16566954487593083,0.03160813853196181,0.0006224576194637494
ISIC_0027837,0.06360834295964253,0.8028711661879367,0.0068966586053249915,0.0109152711785276,0.10326723978581671,0.006717279525677357,0.005724041757073894
ISIC_0027840,0.022099751861481956,0.9154991528060967,0.004546997908684965,0.003239919334923347,0.040388614742422065,0.005274624028450611,0.008950939317940552
ISIC_0027842,0.00865235319790471,0.968071367359184,0.00019687159712211452,6.186264636826424e-05,0.0046286680333908845,0.00013204694644313497,0.01825683021958673
ISIC_0027846,0.0065829204140083995,0.9557936968560945,0.0017593725728878317,7.936150493241337e-05,0.010592573363901571,0.0007020360654536773,0.024490039222721638
ISIC_0027847,0.0004879039432520022,0.9767373067030041,0.0005835677935746167,3.055873087305638e-05,0.018435912106283918,0.0029133310729322318,0.0008114196500797945
ISIC_0027857,0.012420005063123291,0.9162529920143561,0.0015679033823677495,0.0005136357604734634,0.061998695592755414,0.005548697800755567,0.0016980703861687314
ISIC_0027859,0.0036787079754684957,0.9725473777361332,0.00030431226344452997,0.00018469072316018825,0.021644095091465386,0.0006409617166144663,0.0009998544937134823
ISIC_0027861,0.0060901708106819805,0.8516753318663999,0.010430025885305099,0.001720796713978392,0.08837571591291711,0.0408746134834743,0.0008333453272429675
ISIC_0027865,0.027256756250330347,0.9097567535089092,0.007155933470344683,0.0017225945650162378,0.049202691622513485,0.0024877373640933933,0.0024175332187927894
ISIC_0027867,0.015399579461882888,0.9204421826714059,0.007788708805968519,0.003360639849893889,0.04406975510211262,0.0024632326041945122,0.006475901504541275
ISIC_0027869,0.032134120415764245,0.8716255968488965,0.012251045702126828,0.003553646749242196,0.04764859017856082,0.005437509746965107,0.027349490358444133
ISIC_0027871,0.05346274873402656,0.8697261768202116,0.005090604232900087,0.0027821979552042457,0.05520574112954573,0.006300873326236842,0.007431657801875227
ISIC_0027874,0.005661030484482056,0.9819813297509696,0.00019144990708703846,4.8265050117288886e-05,0.007379084995349325,0.0001711821523239733,0.004567657659670306
ISIC_0027876,0.004361523541440688,0.9847830599021339,0.00012594585715279522,2.2724610032065865e-05,0.005558763212768834,0.0002809293521127536,0.004867053524358988
ISIC_0027877,0.011422110692517029,0.9087591524960524,0.008991504044522982,0.00269432934138366,0.05317197262177391,0.00951151113643039,0.005449419667319636
ISIC_0027881,0.014401460098719454,0.9048965398777113,0.005742274308515855,0.0016093311427341297,0.06823543064574533,0.002473578437563862,0.002641385489009603
ISIC_0027884,0.04898467308658289,0.6810936297883875,0.0290974114469422,0.02206723767166659,0.20073755494495157,0.01611891918159881,0.0019005738798699523
ISIC_0027889,0.06110908644462939,0.8540867941582858,0.0016671752335086893,0.00046091737112040966,0.07346261663237462,0.003319261738609517,0.005894148421471596
ISIC_0027893,0.030229913853490983,0.8610713216632861,0.0018356480389479255,0.0007186431846512351,0.09180011243765851,0.000837707194391673,0.01350665362757326
ISIC_0027898,0.026473615936368416,0.8831730607604847,0.002911333594240131,0.0028183903488502486,0.07507308300154716,0.008316985242272746,0.0012335311162366392
ISIC_0027902,0.007660602880251978,0.8332391037856031,0.009001729380815943,0.004193321010828073,0.06287405311604655,0.08025712831136585,0.0027740615150883777
ISIC_0027909,0.04087623128872743,0.8922936300337108,0.002713299576267465,0.001311735077848443,0.055219998136327,0.0010513870554737421,0.006533718831645177
ISIC_0027922,0.011669931796314977,0.9368754763421323,0.0021869605228704604,0.0005075516348102635,0.041510634673037845,0.0018966571595415238,0.005352787871292753
ISIC_0027929,0.014499663661250451,0.9543798008719032,0.00048750992000802783,8.780750512025196e-05,0.02846953526177784,0.0006222434158290625,0.0014534393641109369
ISIC_0027933,0.007188530563263158,0.9769399865123667,0.0010830836206875156,9.576687750820483e-05,0.00928604531512144,0.0008177479586012014,0.0045888391524519945
ISIC_0027936,0.054052432657261854,0.8753371692553191,0.002430218802377339,0.0028479813824521913,0.06315949668117177,0.0007451976157019299,0.0014275036057153929
ISIC_0027940,0.07050196958891697,0.16888707727345764,0.15633700758360305,0.17251879574283863,0.42282525432339263,0.007250124350563788,0.0016797711372272543
ISIC_0027951,0.019296047309038607,0.7465156220969376,0.04680087590287574,0.010976187235979287,0.1046363051794054,0.06950495322244125,0.0022700090533223386
ISIC_0027956,0.0033845677319701843,0.9360725185160931,0.0019949913304937172,0.00023130484677877757,0.05027800899810294,0.0070814595398412915,0.0009571490367200678
ISIC_0027968,0.03197962725694519,0.8954922869983739,0.004912377765447154,0.004588772583098165,0.0526268284330577,0.0016088369565632969,0.008791270006514794
ISIC_0027979,0.00469948490276835,0.9819684567900784,0.0005818014281312467,7.1260134407521e-05,0.007696384314333861,0.0003907261464505307,0.004591886283830156
ISIC_0027981,0.05134431063596283,0.8915854186627401,0.0029961003613459313,0.0018014264575312057,0.045514290518100325,0.0011380029713381375,0.005620450392981301
ISIC_0027985,0.0036899099960144067,0.9821593032227728,0.0003186480628292596,6.767691096669813e-05,0.010804880531506356,0.0001192461747474688,0.0028403351011632243
ISIC_0027988,0.0013174140931373297,0.8776730522086945,0.00525702937887994,0.00036294452997350337,0.10364131301190795,0.011366918327096279,0.0003813284503106674
ISIC_0027993,0.0212117341898411,0.7757631614484665,0.007859638105735213,0.011011764483866069,0.16669015353021827,0.015715756147718554,0.0017477920941544503
ISIC_0027996,0.007195948265045871,0.9524414555797311,0.004477067310268868,0.0007598481695960574,0.02678065930596679,0.001335025232883658,0.0070099961365074175
ISIC_0027999,0.0002561878970635284,0.9360704740667625,0.0013040629724302563,8.77162588714501e-06,0.04590182525903223,0.015364424148917078,0.0010942540299073884
ISIC_0028001,0.01255984954402214,0.9067840133490312,0.00396239273139458,0.0024249204161213614,0.06050742967033297,0.012634934808899049,0.001126459480198351
ISIC_0028004,0.0062446973620164745,0.8850386045189516,0.01584922032031017,0.0011511487316875444,0.049854669792055877,0.005200390012212772,0.036661269262765424
ISIC_0028006,0.0022854833357051217,0.9563510655252216,0.002598878795868887,0.0006156836269595789,0.028541976639832146,0.00858232414715199,0.0010245879292608174
ISIC_0028008,0.01082156038168609,0.9532031321006523,0.0014081146139885582,0.0002658037702132168,0.026123965988446133,0.0017525622009192403,0.006424860944094813
ISIC_0028014,0.14930633824548478,0.631216150858311,0.008929136327797335,0.026720061820282817,0.1671887831875109,0.012757628474419953,0.003881901086192828
ISIC_0028016,0.014476148459093702,0.8952402789002707,0.0025729404825028316,0.0019396530006718577,0.07098436177753092,0.012360801957590905,0.0024258154223389793
ISIC_0028021,0.0016428138143868185,0.9788120206372236,0.0007697406241977104,3.963778983323413e-05,0.003963428476225273,0.000751113393331184,0.01402124526480196
ISIC_0028023,0.0006500988142248071,0.9638176625090308,0.0014628655960867135,1.817028106524416e-05,0.023146881005240354,0.009854172639186837,0.0010501491551650752
ISIC_0028028,0.023570931461845517,0.9219383968355611,0.004064862472049037,0.0017961759747446814,0.043352075812977835,0.002280834706192266,0.002996722736629531
ISIC_0028031,0.0035985426868856466,0.9616809758789795,0.0018815597622616317,0.0009834737312901343,0.026616207207106595,0.003044549194020226,0.0021946915394561867
ISIC_0028032,0.002348505965581735,0.9647901503667998,0.0014140740293465115,0.00019433173723219603,0.024849794344879557,0.004524316248390288,0.0018788273077695126
ISIC_0028037,0.0019675391458630984,0.9808401470842802,0.00044606792672345895,0.00017314474097855813,0.013561640810022183,0.00172992818149316,0.001281532110639097
ISIC_0028039,0.0020321317256752854,0.9714347150992221,0.0007914593902222209,0.000284948938346294,0.02180690289156796,0.0022160392970909356,0.0014338026578756336
ISIC_0028050,0.014490054241686184,0.9035316040920631,0.002623530339347898,0.0017696956810629553,0.06644184842324224,0.010129368267396067,0.0010138989552013504
ISIC_0028060,0.002175057557477814,0.9827940686161527,0.0006636240405557473,6.24040631488894e-05,0.010359506088752326,0.0013581363579684448,0.0025872032759435954
ISIC_0028065,0.005392320514949677,0.965214064724866,0.000940329727766953,0.00017431683280788045,0.022113072765787695,0.0018055781105155348,0.004360317323306199
ISIC_0028067,0.008379270757082362,0.9091581878037105,0.0069690483066771,0.00041269764841156517,0.031312021329525264,0.003994247048169771,0.03977452710642349
ISIC_0028069,0.002763072543471461,0.9707261700343486,0.0023142899894800562,0.0001953614927982582,0.01499440366223835,0.001472142024295315,0.007534560253367416
ISIC_0028075,0.005874974270277524,0.962527636296288,0.0024087139487625237,0.0006234167014204212,0.019282142948684435,0.00042078938080160463,0.008862326453765801
ISIC_0028078,0.0029584600281192136,0.9700795653067263,0.002059413577612094,0.00010467112143808175,0.011335144416221474,0.0012506235586956125,0.012212121991187272
ISIC_0028088,0.0047579194382935544,0.7867660193641045,0.019309561824969273,0.003999847354673295,0.1786321417478168,0.005235409790186331,0.0012991004799560869
ISIC_0028091,0.008373960223390098,0.932131395487273,0.0014196448433253623,0.00034769740378983875,0.051545063797033636,0.002863725371710534,0.0033185128734774796
ISIC_0028092,0.0015429707025737625,0.9854500260813266,0.00030212926193734746,3.01783483375202e-05,0.009490936443048393,0.0003218178850049454,0.002861941277771657
ISIC_0028095,0.003503328917847712,0.9627403220213617,0.002375003900631915,9.30407765600813e-05,0.01879544118218691,0.0012508668790073192,0.011241996322404505
